82.12
203.52
1138

1	0.06140	0.06140	0.06140	0.00000	0.06140	0.06140	0.06140	0.06140	100.0
272	0.00199	0.39632	0.14407	0.09553	0.05950	0.13258	0.20878	39.18783	100.0
493	0.05533	0.41208	0.24254	0.07089	0.18200	0.24236	0.29635	119.57277	100.0
4	0.07533	0.27990	0.16428	0.09249	0.07533	0.10606	0.19582	0.65711	100.0
1	0.04389	0.04389	0.04389	0.00000	0.04389	0.04389	0.04389	0.04389	100.0
2	0.07530	0.19581	0.13556	0.08521	0.07530	0.07530	0.19581	0.27112	100.0
2	0.10612	0.25048	0.17830	0.10208	0.10612	0.10612	0.25048	0.35660	100.0
1	0.20775	0.20775	0.20775	0.00000	0.20775	0.20775	0.20775	0.20775	100.0
1	0.01714	0.01714	0.01714	0.00000	0.01714	0.01714	0.01714	0.01714	100.0
1	0.18653	0.18653	0.18653	0.00000	0.18653	0.18653	0.18653	0.18653	100.0
1	0.22052	0.22052	0.22052	0.00000	0.22052	0.22052	0.22052	0.22052	100.0
1	0.22612	0.22612	0.22612	0.00000	0.22612	0.22612	0.22612	0.22612	100.0
1	0.06863	0.06863	0.06863	0.00000	0.06863	0.06863	0.06863	0.06863	100.0
1	0.20795	0.20795	0.20795	0.00000	0.20795	0.20795	0.20795	0.20795	100.0
1	0.25761	0.25761	0.25761	0.00000	0.25761	0.25761	0.25761	0.25761	100.0
1	0.02881	0.02881	0.02881	0.00000	0.02881	0.02881	0.02881	0.02881	100.0
1	0.14721	0.14721	0.14721	0.00000	0.14721	0.14721	0.14721	0.14721	100.0
1	0.04722	0.04722	0.04722	0.00000	0.04722	0.04722	0.04722	0.04722	100.0
1	0.00253	0.00253	0.00253	0.00000	0.00253	0.00253	0.00253	0.00253	100.0
1	0.00142	0.00142	0.00142	0.00000	0.00142	0.00142	0.00142	0.00142	100.0
1	0.01852	0.01852	0.01852	0.00000	0.01852	0.01852	0.01852	0.01852	100.0
1	0.01853	0.01853	0.01853	0.00000	0.01853	0.01853	0.01853	0.01853	100.0
1	0.20456	0.20456	0.20456	0.00000	0.20456	0.20456	0.20456	0.20456	100.0
1	0.04999	0.04999	0.04999	0.00000	0.04999	0.04999	0.04999	0.04999	100.0
1	0.07876	0.07876	0.07876	0.00000	0.07876	0.07876	0.07876	0.07876	100.0
1	0.00066	0.00066	0.00066	0.00000	0.00066	0.00066	0.00066	0.00066	100.0
1	0.01274	0.01274	0.01274	0.00000	0.01274	0.01274	0.01274	0.01274	100.0
1	0.19506	0.19506	0.19506	0.00000	0.19506	0.19506	0.19506	0.19506	100.0
1	0.12930	0.12930	0.12930	0.00000	0.12930	0.12930	0.12930	0.12930	100.0
