97.35
1.38
52

1	0.00318	0.00318	0.00318	0.00000	0.00318	0.00318	0.00318	0.00318	100.0
1	0.00501	0.00501	0.00501	0.00000	0.00501	0.00501	0.00501	0.00501	100.0
1	0.00390	0.00390	0.00390	0.00000	0.00390	0.00390	0.00390	0.00390	100.0
1	0.00358	0.00358	0.00358	0.00000	0.00358	0.00358	0.00358	0.00358	100.0
1	0.00508	0.00508	0.00508	0.00000	0.00508	0.00508	0.00508	0.00508	100.0
1	0.00415	0.00415	0.00415	0.00000	0.00415	0.00415	0.00415	0.00415	100.0
4	0.00142	0.01224	0.00529	0.00479	0.00142	0.00316	0.00433	0.02116	100.0
4	0.00012	0.01230	0.00458	0.00532	0.00012	0.00276	0.00312	0.01831	100.0
4	0.00136	0.01243	0.00518	0.00494	0.00136	0.00336	0.00356	0.02072	100.0
4	0.00118	0.01321	0.00501	0.00567	0.00118	0.00125	0.00439	0.02002	100.0
4	0.00007	0.01348	0.00459	0.00603	0.00007	0.00239	0.00243	0.01838	100.0
3	0.00010	0.00383	0.00134	0.00215	0.00010	0.00010	0.00383	0.00403	100.0
3	0.00030	0.00193	0.00106	0.00082	0.00030	0.00096	0.00193	0.00319	100.0
2	0.00011	0.00101	0.00056	0.00064	0.00011	0.00011	0.00101	0.00113	100.0
1	0.00201	0.00201	0.00201	0.00000	0.00201	0.00201	0.00201	0.00201	100.0
1	0.00037	0.00037	0.00037	0.00000	0.00037	0.00037	0.00037	0.00037	100.0
2	0.00030	0.00151	0.00091	0.00086	0.00030	0.00030	0.00151	0.00181	100.0
2	0.00008	0.00180	0.00094	0.00122	0.00008	0.00008	0.00180	0.00188	100.0
5	0.00082	0.02309	0.00627	0.00956	0.00111	0.00125	0.00506	0.03134	100.0
5	0.00012	0.02309	0.00579	0.00975	0.00104	0.00115	0.00353	0.02894	100.0
5	0.00058	0.02309	0.00581	0.00973	0.00069	0.00120	0.00351	0.02907	100.0
5	0.00088	0.02356	0.00650	0.00966	0.00149	0.00170	0.00487	0.03249	100.0
4	0.00189	0.02309	0.00780	0.01026	0.00189	0.00194	0.00429	0.03121	100.0
5	0.00031	0.02307	0.00577	0.00972	0.00119	0.00121	0.00306	0.02883	100.0
3	0.00656	0.01829	0.01186	0.00595	0.00656	0.01072	0.01829	0.03557	100.0
3	0.00668	0.01839	0.01224	0.00588	0.00668	0.01165	0.01839	0.03672	100.0
3	0.00658	0.01753	0.01201	0.00548	0.00658	0.01191	0.01753	0.03603	100.0
3	0.00640	0.01671	0.01126	0.00518	0.00640	0.01069	0.01671	0.03379	100.0
3	0.00474	0.01790	0.01109	0.00659	0.00474	0.01064	0.01790	0.03327	100.0
3	0.00610	0.01807	0.01159	0.00605	0.00610	0.01060	0.01807	0.03477	100.0
3	0.00129	0.01345	0.00894	0.00665	0.00129	0.01206	0.01345	0.02681	100.0
3	0.00130	0.01290	0.00840	0.00622	0.00130	0.01099	0.01290	0.02520	100.0
3	0.00141	0.01383	0.00939	0.00692	0.00141	0.01292	0.01383	0.02816	100.0
3	0.00037	0.01393	0.00871	0.00729	0.00037	0.01182	0.01393	0.02612	100.0
3	0.00020	0.01298	0.00861	0.00728	0.00020	0.01265	0.01298	0.02583	100.0
3	0.00198	0.01369	0.00944	0.00648	0.00198	0.01266	0.01369	0.02833	100.0
3	0.00109	0.01539	0.00837	0.00715	0.00109	0.00862	0.01539	0.02511	100.0
3	0.00138	0.01721	0.01088	0.00838	0.00138	0.01406	0.01721	0.03265	100.0
3	0.00078	0.01704	0.01022	0.00844	0.00078	0.01284	0.01704	0.03067	100.0
2	0.00028	0.01628	0.00828	0.01131	0.00028	0.00028	0.01628	0.01656	100.0
2	0.00104	0.01700	0.00902	0.01128	0.00104	0.00104	0.01700	0.01804	100.0
2	0.00171	0.01520	0.00846	0.00954	0.00171	0.00171	0.01520	0.01691	100.0
2	0.01526	0.01915	0.01720	0.00275	0.01526	0.01526	0.01915	0.03440	100.0
2	0.01736	0.01878	0.01807	0.00100	0.01736	0.01736	0.01878	0.03614	100.0
5	0.00045	0.01761	0.00790	0.00877	0.00180	0.00228	0.01735	0.03950	100.0
2	0.01516	0.01822	0.01669	0.00216	0.01516	0.01516	0.01822	0.03338	100.0
2	0.01707	0.01712	0.01710	0.00004	0.01707	0.01707	0.01712	0.03420	100.0
4	0.00003	0.01659	0.00803	0.00912	0.00003	0.00027	0.01526	0.03214	100.0
3	0.00119	0.01261	0.00514	0.00648	0.00119	0.00161	0.01261	0.01541	100.0
3	0.00094	0.01418	0.00551	0.00752	0.00094	0.00140	0.01418	0.01653	100.0
3	0.00021	0.01307	0.00476	0.00720	0.00021	0.00100	0.01307	0.01428	100.0
3	0.00046	0.01286	0.00467	0.00709	0.00046	0.00070	0.01286	0.01402	100.0
4	0.00008	0.01403	0.00406	0.00667	0.00008	0.00069	0.00143	0.01622	100.0
4	0.00129	0.01251	0.00448	0.00540	0.00129	0.00134	0.00278	0.01792	100.0
4	0.00334	0.01733	0.00934	0.00591	0.00334	0.00709	0.00959	0.03735	100.0
6	0.00048	0.01892	0.00652	0.00687	0.00103	0.00414	0.00941	0.03914	100.0
5	0.00096	0.01902	0.00785	0.00709	0.00334	0.00591	0.00999	0.03923	100.0
6	0.00026	0.01866	0.00668	0.00711	0.00079	0.00306	0.01115	0.04007	100.0
4	0.00444	0.01864	0.00990	0.00620	0.00444	0.00691	0.00962	0.03960	100.0
5	0.00005	0.01926	0.00750	0.00776	0.00193	0.00538	0.01086	0.03748	100.0
