JDK,Suite,GC,Test,Heap,Debit (%),Timp pauza (s),Timp total (s),Max Pause (s)
11,Renaissance,Parallel,philosophers,1G,99.45,1.26,229,0.03707
11,Renaissance,Parallel,philosophers,2G,99.45,1.14,207,0.03613
11,Renaissance,Parallel,philosophers,4G,99.46,1.1,202,0.02716
11,Renaissance,Parallel,philosophers,8G,99.52,1.04,216,0.03854
11,Renaissance,Parallel,reactors,1G,84.51,157.26,1015,0.45385
11,Renaissance,Parallel,reactors,2G,90.96,84.26,932,0.20609
11,Renaissance,Parallel,reactors,4G,94.44,54.65,982,0.27312
11,Renaissance,Parallel,reactors,8G,98.52,13.34,902,0.26687
11,Renaissance,Parallel,rx-scrabble,1G,69.99,3.85,12,0.07043
11,Renaissance,Parallel,rx-scrabble,2G,69.65,3.87,12,0.06807
11,Renaissance,Parallel,rx-scrabble,4G,70.39,3.98,13,0.07443
11,Renaissance,Parallel,rx-scrabble,8G,70.62,3.97,13,0.07345
11,Renaissance,Parallel,scala-doku,1G,98.2,7.18,398,0.02418
11,Renaissance,Parallel,scala-doku,2G,98.29,6.79,397,0.02411
11,Renaissance,Parallel,scala-doku,4G,99.15,3.46,407,0.03148
11,Renaissance,Parallel,scala-doku,8G,99.7,1.19,401,0.0251
11,Renaissance,Parallel,scala-kmeans,1G,92.26,1.5,19,0.04322
11,Renaissance,Parallel,scala-kmeans,2G,91.8,1.56,19,0.04547
11,Renaissance,Parallel,scala-kmeans,4G,92.08,1.58,19,0.04735
11,Renaissance,Parallel,scala-kmeans,8G,92.21,1.61,20,0.04295
11,Renaissance,Parallel,scala-stm-bench7,1G,76.2,23.52,98,0.09691
11,Renaissance,Parallel,scala-stm-bench7,2G,80.41,18.37,93,0.12309
11,Renaissance,Parallel,scala-stm-bench7,4G,98.79,1.08,89,0.02463
11,Renaissance,Parallel,scala-stm-bench7,8G,98.84,1.05,90,0.02824
11,Renaissance,Parallel,scrabble,1G,76.19,9.82,41,0.15323
11,Renaissance,Parallel,scrabble,2G,74.88,9.92,39,0.13186
11,Renaissance,Parallel,scrabble,4G,78.54,8.14,37,0.12319
11,Renaissance,Parallel,scrabble,8G,82.23,7.11,40,0.12517
11,Renaissance,CMS,akka-uct,1G,65.82,357.88,1046,0.79139
11,Renaissance,CMS,akka-uct,2G,69.88,315.49,1047,0.66787
11,Renaissance,CMS,akka-uct,4G,68.15,357.55,1122,0.95437
11,Renaissance,CMS,akka-uct,8G,68.44,398.29,1262,1.24612
11,Renaissance,CMS,als,1G,96.66,23.87,715,0.33014
11,Renaissance,CMS,als,2G,96.65,24.58,733,0.88946
11,Renaissance,CMS,als,4G,96.22,27.1,716,0.45635
11,Renaissance,CMS,als,8G,94.48,38.05,689,0.44431
11,Renaissance,CMS,chi-square,1G,73.39,29.22,109,0.30362
11,Renaissance,CMS,chi-square,2G,74.95,27.89,111,0.33646
11,Renaissance,CMS,chi-square,4G,68.08,33.62,105,0.33842
11,Renaissance,CMS,chi-square,8G,64.71,39.45,111,0.34072
11,Renaissance,CMS,db-shootout,1G,95.47,28.55,630,0.26349
11,Renaissance,CMS,db-shootout,2G,96.48,0.36,10,0.06324
11,Renaissance,CMS,db-shootout,4G,0,0,0,0
11,Renaissance,CMS,db-shootout,8G,0,0,0,0
11,Renaissance,CMS,dec-tree,1G,81,21.59,113,0.21948
11,Renaissance,CMS,dec-tree,2G,79.12,24.2,115,0.24646
11,Renaissance,CMS,dec-tree,4G,78.49,25.3,117,0.25265
11,Renaissance,CMS,dec-tree,8G,76.97,27.38,118,0.23941
11,Renaissance,CMS,dotty,1G,94.99,10.5,209,0.11133
11,Renaissance,CMS,dotty,2G,94.89,10.69,209,0.14788
11,Renaissance,CMS,dotty,4G,94.84,10.93,211,0.14933
11,Renaissance,CMS,dotty,8G,94.76,11.1,211,0.15492
11,Renaissance,CMS,finagle-chirper,1G,95.47,12.01,264,0.11601
11,Renaissance,CMS,finagle-chirper,2G,94.9,13.99,274,0.16842
11,Renaissance,CMS,finagle-chirper,4G,94.46,15.48,279,0.18451
11,Renaissance,CMS,finagle-chirper,8G,92.51,21.06,281,0.15367
11,Renaissance,CMS,finagle-http,1G,98.1,7.52,395,0.10621
11,Renaissance,CMS,finagle-http,2G,98.32,6.8,405,0.1022
11,Renaissance,CMS,finagle-http,4G,98.04,9.79,499,0.11263
11,Renaissance,CMS,finagle-http,8G,96.24,17.43,463,0.12643
11,Renaissance,CMS,fj-kmeans,1G,93.46,21.13,322,0.21358
11,Renaissance,CMS,fj-kmeans,2G,92.95,20.39,289,0.25927
11,Renaissance,CMS,fj-kmeans,4G,90.82,28.4,309,0.31639
11,Renaissance,CMS,fj-kmeans,8G,83.34,54.52,327,0.38423
11,Renaissance,CMS,future-genetics,1G,0,0,0,0
11,Renaissance,CMS,future-genetics,2G,0,0,0,0
11,Renaissance,CMS,future-genetics,4G,95.27,7.17,151,0.09172
11,Renaissance,CMS,future-genetics,8G,92.5,11.66,155,0.09513
11,Renaissance,CMS,gauss-mix,1G,85.31,11.39,77,0.12159
11,Renaissance,CMS,gauss-mix,2G,86.61,11.13,83,0.12334
11,Renaissance,CMS,gauss-mix,4G,85.65,11.53,80,0.1162
11,Renaissance,CMS,gauss-mix,8G,82.27,15.49,87,0.11343
11,Renaissance,CMS,log-regression,1G,88.76,20.54,182,0.17101
11,Renaissance,CMS,log-regression,2G,89.05,19.94,182,0.18912
11,Renaissance,CMS,log-regression,4G,87.76,22.91,187,0.19399
11,Renaissance,CMS,log-regression,8G,84.56,29.98,194,0.19271
11,Renaissance,CMS,mnemonics,1G,94.63,16.85,313,0.04854
11,Renaissance,CMS,mnemonics,2G,94.11,16.38,277,0.03597
11,Renaissance,CMS,mnemonics,4G,93.24,22.04,325,0.03779
11,Renaissance,CMS,mnemonics,8G,86.94,49.85,381,0.04774
11,Renaissance,CMS,movie-lens,1G,99.19,32.93,4079,0.17862
11,Renaissance,CMS,movie-lens,2G,99.21,30.64,3890,0.17217
11,Renaissance,CMS,movie-lens,4G,98.86,43.78,3838,0.18888
11,Renaissance,CMS,movie-lens,8G,97.73,87.42,3842,0.1672
11,Renaissance,CMS,na?ve-bayes,1G,57.6,424.32,1000,0.40585
11,Renaissance,CMS,na?ve-bayes,2G,89.13,56.49,519,0.40748
11,Renaissance,CMS,na?ve-bayes,4G,81.29,42.19,225,0.32293
11,Renaissance,CMS,na?ve-bayes,8G,72.67,70.13,256,0.31578
11,Renaissance,CMS,page-rank,1G,73.95,175.49,673,2.2376
11,Renaissance,CMS,page-rank,2G,73.59,147.06,556,3.77731
11,Renaissance,CMS,page-rank,4G,72.88,149.53,551,4.26409
11,Renaissance,CMS,page-rank,8G,71.47,159.69,559,3.73795
11,Renaissance,CMS,par-mnemonics,1G,94.26,17.27,300,0.0393
11,Renaissance,CMS,par-mnemonics,2G,94.28,17.12,299,0.03378
11,Renaissance,CMS,par-mnemonics,4G,93.12,23.54,342,0.03469
11,Renaissance,CMS,par-mnemonics,8G,86.48,46.29,342,0.04721
11,Renaissance,CMS,philosophers,1G,98.25,4.24,242,0.04587
11,Renaissance,CMS,philosophers,2G,97.97,4.63,228,0.06028
11,Renaissance,CMS,philosophers,4G,97.53,6.04,244,0.06757
11,Renaissance,CMS,philosophers,8G,94.71,11.9,224,0.06541
11,Renaissance,CMS,reactors,1G,75.88,265.4,1100,0.95575
11,Renaissance,CMS,reactors,2G,85.76,144.09,1011,0.39583
11,Renaissance,CMS,reactors,4G,88.02,135.67,1132,0.36884
11,Renaissance,CMS,reactors,8G,85.31,148.69,1011,0.3515
11,Renaissance,CMS,rx-scrabble,1G,52.52,8.9,18,0.13138
11,Renaissance,CMS,rx-scrabble,2G,52.7,8.68,18,0.10532
11,Renaissance,CMS,rx-scrabble,4G,52.21,8.88,18,0.10321
11,Renaissance,CMS,rx-scrabble,8G,53.09,9.05,19,0.12251
11,Renaissance,CMS,scala-doku,1G,95.94,16.17,397,0.11853
11,Renaissance,CMS,scala-doku,2G,96.29,15.62,420,0.11954
11,Renaissance,CMS,scala-doku,4G,95.77,17.71,418,0.12267
11,Renaissance,CMS,scala-doku,8G,94.21,24.5,422,0.13082
11,Renaissance,CMS,scala-kmeans,1G,77.66,4.97,22,0.05763
11,Renaissance,CMS,scala-kmeans,2G,77.2,5.08,22,0.05958
11,Renaissance,CMS,scala-kmeans,4G,77.14,5.37,23,0.06629
11,Renaissance,CMS,scala-kmeans,8G,76.37,5.52,23,0.08101
11,Renaissance,CMS,scala-stm-bench7,1G,69.49,33.54,109,0.30109
11,Renaissance,CMS,scala-stm-bench7,2G,73.54,29.68,112,0.45245
11,Renaissance,CMS,scala-stm-bench7,4G,72.53,29.68,108,0.4657
11,Renaissance,CMS,scala-stm-bench7,8G,71.3,32.56,113,0.45857
11,Renaissance,CMS,scrabble,1G,55.4,23.95,53,0.25276
11,Renaissance,CMS,scrabble,2G,55.31,23.83,53,0.22041
11,Renaissance,CMS,scrabble,4G,54.66,25.24,55,0.22312
11,Renaissance,CMS,scrabble,8G,50.88,29.43,59,0.23452
11,Renaissance,G1,akka-uct,1G,71.87,289.36,1028,0.335
11,Renaissance,G1,akka-uct,2G,83.39,179.54,1081,0.30248
11,Renaissance,G1,akka-uct,4G,89.2,123.45,1143,0.38709
11,Renaissance,G1,akka-uct,8G,93.35,76.79,1154,0.47711
11,Renaissance,G1,als,1G,93.83,48.51,786,0.08884
11,Renaissance,G1,als,2G,97,21.78,726,0.07998
11,Renaissance,G1,als,4G,98.55,10.15,700,0.08724
11,Renaissance,G1,als,8G,98.78,8.44,694,0.09881
11,Renaissance,G1,chi-square,1G,92.34,7.99,104,0.10045
11,Renaissance,G1,chi-square,2G,91.65,8.12,97,0.10337
11,Renaissance,G1,chi-square,4G,92.28,8.38,108,0.10436
11,Renaissance,G1,chi-square,8G,92.52,8.64,115,0.10973
11,Renaissance,G1,db-shootout,1G,97.36,16.32,617,0.05886
11,Renaissance,G1,db-shootout,2G,98.32,9.86,585,0.05791
11,Renaissance,G1,db-shootout,4G,98.72,7.9,615,0.06613
11,Renaissance,G1,db-shootout,8G,98.89,6.76,607,0.07114
11,Renaissance,G1,dec-tree,1G,91.23,9.63,109,0.10358
11,Renaissance,G1,dec-tree,2G,91.64,9.43,112,0.10532
11,Renaissance,G1,dec-tree,4G,91.63,9.47,113,0.11102
11,Renaissance,G1,dec-tree,8G,91.51,9.63,113,0.10801
11,Renaissance,G1,dotty,1G,96.58,7.4,215,0.07877
11,Renaissance,G1,dotty,2G,96.58,7.58,221,0.08318
11,Renaissance,G1,dotty,4G,96.57,7.49,218,0.07938
11,Renaissance,G1,dotty,8G,96.42,7.86,219,0.11157
11,Renaissance,G1,finagle-chirper,1G,98.06,5.6,288,0.05519
11,Renaissance,G1,finagle-chirper,2G,98.37,5.61,343,0.36611
11,Renaissance,G1,finagle-chirper,4G,98.39,5.07,315,0.28644
11,Renaissance,G1,finagle-chirper,8G,98.32,5.02,299,0.07685
11,Renaissance,G1,finagle-http,1G,99.26,3.46,466,0.03374
11,Renaissance,G1,finagle-http,2G,99.24,3.49,457,0.03962
11,Renaissance,G1,finagle-http,4G,99.27,3.72,511,0.0839
11,Renaissance,G1,finagle-http,8G,99.15,4,472,0.05471
11,Renaissance,G1,fj-kmeans,1G,97.19,8.15,289,0.05737
11,Renaissance,G1,fj-kmeans,2G,97.65,9.51,405,0.10645
11,Renaissance,G1,fj-kmeans,4G,98.68,6.51,493,0.07164
11,Renaissance,G1,fj-kmeans,8G,98.25,6.76,386,0.10653
11,Renaissance,G1,future-genetics,1G,99.29,1.09,152,0.01003
11,Renaissance,G1,future-genetics,2G,99.3,1.06,150,0.01151
11,Renaissance,G1,future-genetics,4G,99.13,1.4,159,0.01596
11,Renaissance,G1,future-genetics,8G,99.01,1.6,160,0.01872
11,Renaissance,G1,gauss-mix,1G,94.78,4.58,87,0.04952
11,Renaissance,G1,gauss-mix,2G,94.26,4.55,79,0.05354
11,Renaissance,G1,gauss-mix,4G,94.33,4.63,81,0.05312
11,Renaissance,G1,gauss-mix,8G,94.24,4.82,83,0.05413
11,Renaissance,G1,log-regression,1G,93.01,12.99,186,0.08243
11,Renaissance,G1,log-regression,2G,94.53,10.01,182,0.08619
11,Renaissance,G1,log-regression,4G,95.3,8.51,180,0.09818
11,Renaissance,G1,log-regression,8G,95.25,8.56,180,0.09841
11,Renaissance,G1,mnemonics,1G,97.13,11.59,403,0.04552
11,Renaissance,G1,mnemonics,2G,98.74,4.88,388,0.05176
11,Renaissance,G1,mnemonics,4G,99.18,3.04,370,0.03644
11,Renaissance,G1,mnemonics,8G,99.2,2.61,325,0.0286
11,Renaissance,G1,movie-lens,1G,98.11,73.44,3881,0.06349
11,Renaissance,G1,movie-lens,2G,99.39,23.17,3822,0.06344
11,Renaissance,G1,movie-lens,4G,99.65,13.31,3826,0.07943
11,Renaissance,G1,movie-lens,8G,99.75,9.46,3806,0.07502
11,Renaissance,G1,na?ve-bayes,1G,84.22,82.06,519,0.12659
11,Renaissance,G1,na?ve-bayes,2G,82.36,108.54,615,0.07907
11,Renaissance,G1,na?ve-bayes,4G,95.63,8.5,194,0.08454
11,Renaissance,G1,na?ve-bayes,8G,95.68,8.42,194,0.08654
11,Renaissance,G1,page-rank,1G,78.24,141.94,652,0.53069
11,Renaissance,G1,page-rank,2G,78.18,122.55,561,0.52565
11,Renaissance,G1,page-rank,4G,78.76,114.34,538,0.95922
11,Renaissance,G1,page-rank,8G,81.42,94.55,508,1.9704
11,Renaissance,G1,par-mnemonics,1G,96.28,11.46,308,0.05059
11,Renaissance,G1,par-mnemonics,2G,98.58,4.87,342,0.04399
11,Renaissance,G1,par-mnemonics,4G,99.04,3.08,319,0.03479
11,Renaissance,G1,par-mnemonics,8G,99.19,2.75,339,0.02895
11,Renaissance,G1,philosophers,1G,99.41,1.15,194,0.01162
11,Renaissance,G1,philosophers,2G,99.32,1.31,192,0.01735
11,Renaissance,G1,philosophers,4G,99.21,1.62,205,0.0177
11,Renaissance,G1,philosophers,8G,99.13,1.8,206,0.02115
11,Renaissance,G1,reactors,1G,89.58,108.55,1041,0.38855
11,Renaissance,G1,reactors,2G,93.66,66.77,1053,0.34061
11,Renaissance,G1,reactors,4G,97.58,25.94,1072,0.26951
11,Renaissance,G1,reactors,8G,97.54,26.02,1058,0.47662
11,Renaissance,G1,rx-scrabble,1G,83.5,1.98,11,0.03966
11,Renaissance,G1,rx-scrabble,2G,82.86,2.09,12,0.03039
11,Renaissance,G1,rx-scrabble,4G,83.04,2.17,12,0.0299
11,Renaissance,G1,rx-scrabble,8G,81.51,2.27,12,0.03225
11,Renaissance,G1,scala-doku,1G,98.63,5.54,403,0.02703
11,Renaissance,G1,scala-doku,2G,99.05,3.96,414,0.02272
11,Renaissance,G1,scala-doku,4G,99.4,2.65,439,0.01826
11,Renaissance,G1,scala-doku,8G,99.52,2.06,426,0.03501
11,Renaissance,G1,scala-kmeans,1G,94.61,1.25,23,0.02057
11,Renaissance,G1,scala-kmeans,2G,93.92,1.34,22,0.02815
11,Renaissance,G1,scala-kmeans,4G,93.77,1.42,22,0.02694
11,Renaissance,G1,scala-kmeans,8G,92.68,1.68,22,0.03081
11,Renaissance,G1,scala-stm-bench7,1G,83.57,19.24,117,0.12927
11,Renaissance,G1,scala-stm-bench7,2G,98.56,1.59,110,0.03988
11,Renaissance,G1,scala-stm-bench7,4G,96.33,4.08,111,0.09925
11,Renaissance,G1,scala-stm-bench7,8G,95.64,4.86,111,0.1403
11,Renaissance,G1,scrabble,1G,82.4,6.87,39,0.05725
11,Renaissance,G1,scrabble,2G,85.17,5.59,37,0.05791
11,Renaissance,G1,scrabble,4G,88.26,4.58,38,0.06072
11,Renaissance,G1,scrabble,8G,87.55,4.62,37,0.06402
21,DaCapo,Serial,avrora,1G,99.72,0.18,63,0.02007
21,DaCapo,Serial,avrora,2G,99.72,0.18,63,0.02006
21,DaCapo,Serial,avrora,4G,99.72,0.18,63,0.02022
21,DaCapo,Serial,avrora,8G,99.72,0.18,63,0.02064
21,DaCapo,Serial,batik,1G,74.8,5.47,21,0.32349
21,DaCapo,Serial,batik,2G,85.94,2.59,18,0.29253
21,DaCapo,Serial,batik,4G,85.84,2.6,18,0.30057
21,DaCapo,Serial,batik,8G,85.98,2.6,18,0.29892
21,DaCapo,Serial,biojava,1G,96.86,2.2,69,0.04033
21,DaCapo,Serial,biojava,2G,96.98,2.08,68,0.07731
21,DaCapo,Serial,biojava,4G,96.64,2.52,75,0.11606
21,DaCapo,Serial,biojava,8G,95.45,3.48,76,0.11944
21,DaCapo,Serial,eclipse,1G,98.01,8.03,404,0.13568
21,DaCapo,Serial,eclipse,2G,99.03,3.92,405,0.12818
21,DaCapo,Serial,eclipse,4G,99.02,4.01,408,0.37669
21,DaCapo,Serial,eclipse,8G,99.35,2.61,399,0.25
21,DaCapo,Serial,fop,1G,95.72,0.51,11,0.0452
21,DaCapo,Serial,fop,2G,92.42,0.87,11,0.1023
21,DaCapo,Serial,fop,4G,92.51,0.87,11,0.09623
21,DaCapo,Serial,fop,8G,92.48,0.87,11,0.09928
21,DaCapo,Serial,graphchi,1G,92.81,3.5,48,0.06148
21,DaCapo,Serial,graphchi,2G,94.22,2.65,45,0.07283
21,DaCapo,Serial,graphchi,4G,96.78,1.6,49,0.12796
21,DaCapo,Serial,graphchi,8G,97.67,1.07,46,0.04684
21,DaCapo,Serial,h2,1G,60.59,85.9,217,1.20234
21,DaCapo,Serial,h2,2G,77.04,38.12,166,0.75994
21,DaCapo,Serial,h2,4G,79.67,33.11,162,0.80607
21,DaCapo,Serial,h2,8G,83.03,25.84,152,0.90104
21,DaCapo,Serial,jme,1G,99.62,0.27,70,0.02846
21,DaCapo,Serial,jme,2G,99.62,0.26,70,0.0268
21,DaCapo,Serial,jme,4G,99.61,0.27,70,0.0276
21,DaCapo,Serial,jme,8G,99.62,0.27,70,0.02862
21,DaCapo,Serial,jyphon,1G,96.77,1.88,58,0.06429
21,DaCapo,Serial,jyphon,2G,96.03,2.28,57,0.17156
21,DaCapo,Serial,jyphon,4G,96.11,2.22,57,0.17204
21,DaCapo,Serial,jyphon,8G,93.8,3.55,57,0.34898
21,DaCapo,Serial,luindex,1G,99.26,0.37,50,0.02316
21,DaCapo,Serial,luindex,2G,99.23,0.4,51,0.03515
21,DaCapo,Serial,luindex,4G,99.02,0.48,48,0.05295
21,DaCapo,Serial,luindex,8G,98.84,0.53,45,0.06374
21,DaCapo,Serial,lusearch,1G,98.65,0.94,69,0.03422
21,DaCapo,Serial,lusearch,2G,99.08,0.62,67,0.03835
21,DaCapo,Serial,lusearch,4G,98.46,1.08,69,0.11204
21,DaCapo,Serial,lusearch,8G,96.91,2.17,70,0.25314
21,DaCapo,Serial,spring,1G,98.95,2.42,230,0.11479
21,DaCapo,Serial,spring,2G,99,2.32,230,0.15476
21,DaCapo,Serial,spring,4G,98.87,2.57,228,0.21718
21,DaCapo,Serial,spring,8G,98.87,2.6,229,0.29294
21,DaCapo,Serial,sunflow,1G,98.67,1.6,120,0.03347
21,DaCapo,Serial,sunflow,2G,99.12,1.01,115,0.03803
21,DaCapo,Serial,sunflow,4G,98.67,1.15,86,0.09626
21,DaCapo,Serial,sunflow,8G,98.86,1.04,91,0.11435
21,DaCapo,Serial,tomcat,1G,99.94,1.55,2443,0.05317
21,DaCapo,Serial,tomcat,2G,99.95,1.18,2443,0.07659
21,DaCapo,Serial,tomcat,4G,99.96,0.92,2455,0.08171
21,DaCapo,Serial,tomcat,8G,99.94,1.42,2396,0.14788
21,DaCapo,Serial,xalan,1G,98.14,0.5,26,0.03318
21,DaCapo,Serial,xalan,2G,97.92,0.56,26,0.05588
21,DaCapo,Serial,xalan,4G,97.99,0.55,27,0.06508
21,DaCapo,Serial,xalan,8G,98.02,0.54,27,0.06721
21,DaCapo,Parallel,avrora,1G,99.87,0.09,69,0.01406
21,DaCapo,Parallel,avrora,2G,99.88,0.07,63,0.00874
21,DaCapo,Parallel,avrora,4G,99.87,0.08,65,0.00985
21,DaCapo,Parallel,avrora,8G,99.87,0.09,64,0.01649
21,DaCapo,Parallel,batik,1G,88.82,2.03,18,0.11043
21,DaCapo,Parallel,batik,2G,91.23,1.51,17,0.11031
21,DaCapo,Parallel,batik,4G,91.69,1.43,17,0.11238
21,DaCapo,Parallel,batik,8G,91.12,1.52,17,0.10944
21,DaCapo,Parallel,biojava,1G,98.85,0.8,69,0.08447
21,DaCapo,Parallel,biojava,2G,99.04,0.67,69,0.04949
21,DaCapo,Parallel,biojava,4G,99.17,0.62,75,0.03872
21,DaCapo,Parallel,biojava,8G,99.18,0.6,73,0.04607
21,DaCapo,Parallel,eclipse,1G,99.38,2.47,400,0.06417
21,DaCapo,Parallel,eclipse,2G,99.61,1.52,390,0.06975
21,DaCapo,Parallel,eclipse,4G,99.69,1.23,398,0.06963
21,DaCapo,Parallel,eclipse,8G,99.77,0.89,391,0.07303
21,DaCapo,Parallel,fop,1G,97.21,0.32,11,0.02819
21,DaCapo,Parallel,fop,2G,96.7,0.35,10,0.03439
21,DaCapo,Parallel,fop,4G,96.75,0.35,10,0.03342
21,DaCapo,Parallel,fop,8G,96.71,0.35,10,0.03614
21,DaCapo,Parallel,graphchi,1G,95.33,2.12,45,0.04692
21,DaCapo,Parallel,graphchi,2G,95.95,1.79,44,0.03303
21,DaCapo,Parallel,graphchi,4G,97.75,1.05,46,0.06824
21,DaCapo,Parallel,graphchi,8G,98.04,0.91,46,0.07747
21,DaCapo,Parallel,h2,1G,82.35,27.26,154,0.58918
21,DaCapo,Parallel,h2,2G,91.8,11.18,136,0.64355
21,DaCapo,Parallel,h2,4G,93.43,9.09,138,0.66185
21,DaCapo,Parallel,h2,8G,93.98,8.16,135,0.68976
21,DaCapo,Parallel,jme,1G,99.69,0.22,70,0.01245
21,DaCapo,Parallel,jme,2G,99.69,0.22,70,0.01139
21,DaCapo,Parallel,jme,4G,99.67,0.23,70,0.01272
21,DaCapo,Parallel,jme,8G,99.68,0.23,70,0.01251
21,DaCapo,Parallel,jyphon,1G,98.67,0.78,58,0.04979
21,DaCapo,Parallel,jyphon,2G,98.59,0.82,58,0.05968
21,DaCapo,Parallel,jyphon,4G,98.61,0.8,57,0.05283
21,DaCapo,Parallel,jyphon,8G,98.68,0.76,57,0.05885
21,DaCapo,Parallel,luindex,1G,99.45,0.28,50,0.01371
21,DaCapo,Parallel,luindex,2G,99.63,0.18,49,0.01481
21,DaCapo,Parallel,luindex,4G,99.73,0.14,51,0.01422
21,DaCapo,Parallel,luindex,8G,99.72,0.12,44,0.02607
21,DaCapo,Parallel,lusearch,1G,99.48,0.42,81,0.01901
21,DaCapo,Parallel,lusearch,2G,99.65,0.28,81,0.01763
21,DaCapo,Parallel,lusearch,4G,99.74,0.22,84,0.0189
21,DaCapo,Parallel,lusearch,8G,99.78,0.18,84,0.01935
21,DaCapo,Parallel,spring,1G,99.51,1.12,230,0.08817
21,DaCapo,Parallel,spring,2G,99.55,1.02,229,0.0899
21,DaCapo,Parallel,spring,4G,99.6,0.93,230,0.09067
21,DaCapo,Parallel,spring,8G,99.62,0.87,227,0.08781
21,DaCapo,Parallel,sunflow,1G,99.51,0.56,115,0.00979
21,DaCapo,Parallel,sunflow,2G,99.69,0.33,107,0.00977
21,DaCapo,Parallel,sunflow,4G,99.79,0.22,103,0.01058
21,DaCapo,Parallel,sunflow,8G,99.84,0.16,99,0.00994
21,DaCapo,Parallel,tomcat,1G,99.97,0.78,2447,0.05151
21,DaCapo,Parallel,tomcat,2G,99.97,0.73,2417,0.05347
21,DaCapo,Parallel,tomcat,4G,99.97,0.66,2391,0.05266
21,DaCapo,Parallel,tomcat,8G,99.97,0.62,2320,0.06317
21,DaCapo,Parallel,xalan,1G,99.33,0.17,25,0.01809
21,DaCapo,Parallel,xalan,2G,99.44,0.14,25,0.01747
21,DaCapo,Parallel,xalan,4G,99.5,0.13,25,0.01857
21,DaCapo,Parallel,xalan,8G,99.54,0.12,25,0.01799
21,DaCapo,G1,avrora,1G,99.88,0.08,63,0.00816
21,DaCapo,G1,avrora,2G,99.84,0.1,63,0.01059
21,DaCapo,G1,avrora,4G,99.77,0.15,63,0.01606
21,DaCapo,G1,avrora,8G,99.62,0.24,63,0.02628
21,DaCapo,G1,batik,1G,89.48,1.89,17,0.20283
21,DaCapo,G1,batik,2G,88.29,2.14,18,0.20408
21,DaCapo,G1,batik,4G,88.09,2.2,18,0.18737
21,DaCapo,G1,batik,8G,88.99,1.98,17,0.21882
21,DaCapo,G1,biojava,1G,98.75,0.87,69,0.02465
21,DaCapo,G1,biojava,2G,98.89,0.77,69,0.0271
21,DaCapo,G1,biojava,4G,98.8,0.88,73,0.02641
21,DaCapo,G1,biojava,8G,99.15,0.6,70,0.03463
21,DaCapo,G1,eclipse,1G,99.52,1.95,404,0.10635
21,DaCapo,G1,eclipse,2G,99.61,1.59,412,0.06922
21,DaCapo,G1,eclipse,4G,99.66,1.36,398,0.14884
21,DaCapo,G1,eclipse,8G,99.67,1.34,406,0.14137
21,DaCapo,G1,fop,1G,97.55,0.29,11,0.03232
21,DaCapo,G1,fop,2G,97.32,0.31,11,0.0358
21,DaCapo,G1,fop,4G,96.87,0.36,11,0.0401
21,DaCapo,G1,fop,8G,96.04,0.46,11,0.05107
21,DaCapo,G1,graphchi,1G,96.16,1.86,48,0.01411
21,DaCapo,G1,graphchi,2G,96.2,1.85,48,0.02513
21,DaCapo,G1,graphchi,4G,99.12,0.42,47,0.01922
21,DaCapo,G1,graphchi,8G,99.11,0.43,47,0.0297
21,DaCapo,G1,h2,1G,91.81,13.64,166,0.19782
21,DaCapo,G1,h2,2G,92.63,10.77,146,0.22218
21,DaCapo,G1,h2,4G,94.35,8.33,147,0.23233
21,DaCapo,G1,h2,8G,95.99,5.85,145,0.24415
21,DaCapo,G1,jme,1G,99.73,0.19,69,0.01007
21,DaCapo,G1,jme,2G,99.66,0.24,70,0.01252
21,DaCapo,G1,jme,4G,99.53,0.33,70,0.0176
21,DaCapo,G1,jme,8G,99.26,0.52,70,0.02882
21,DaCapo,G1,jyphon,1G,98.81,0.75,63,0.05567
21,DaCapo,G1,jyphon,2G,98.75,0.75,60,0.06162
21,DaCapo,G1,jyphon,4G,98.68,0.79,59,0.0647
21,DaCapo,G1,jyphon,8G,98.32,0.97,57,0.10734
21,DaCapo,G1,luindex,1G,99.69,0.16,52,0.01184
21,DaCapo,G1,luindex,2G,99.66,0.17,50,0.01697
21,DaCapo,G1,luindex,4G,99.59,0.2,48,0.01962
21,DaCapo,G1,luindex,8G,99.4,0.29,47,0.02825
21,DaCapo,G1,lusearch,1G,99.29,0.5,69,0.01203
21,DaCapo,G1,lusearch,2G,99.43,0.39,69,0.01682
21,DaCapo,G1,lusearch,4G,99.52,0.34,70,0.03034
21,DaCapo,G1,lusearch,8G,99.41,0.41,69,0.05551
21,DaCapo,G1,spring,1G,99.62,0.87,229,0.05468
21,DaCapo,G1,spring,2G,99.67,0.75,227,0.05657
21,DaCapo,G1,spring,4G,99.67,0.73,224,0.06065
21,DaCapo,G1,spring,8G,99.63,0.79,216,0.08432
21,DaCapo,G1,sunflow,1G,99.38,0.53,86,0.00819
21,DaCapo,G1,sunflow,2G,99.47,0.39,74,0.01195
21,DaCapo,G1,sunflow,4G,99.59,0.31,76,0.01617
21,DaCapo,G1,sunflow,8G,99.51,0.37,75,0.02975
21,DaCapo,G1,tomcat,1G,99.97,0.81,2423,0.03586
21,DaCapo,G1,tomcat,2G,99.97,0.68,2435,0.03943
21,DaCapo,G1,tomcat,4G,99.97,0.64,2438,0.04711
21,DaCapo,G1,tomcat,8G,99.97,0.71,2432,0.05972
21,DaCapo,G1,xalan,1G,99.31,0.19,27,0.01164
