[0.009s][info][gc,heap] Heap region size: 1M
[0.030s][info][gc     ] Using G1
[0.030s][info][gc,heap,coops] Heap address: 0x0000000080000000, size: 2048 MB, Compressed Oops mode: 32-bit
[0.969s][info][gc,start     ] GC(0) Pause Young (Normal) (G1 Evacuation Pause)
[0.970s][info][gc,task      ] GC(0) Using 6 workers of 6 for evacuation
[0.981s][info][gc,phases    ] GC(0)   Pre Evacuate Collection Set: 0.1ms
[0.981s][info][gc,phases    ] GC(0)   Evacuate Collection Set: 9.9ms
[0.981s][info][gc,phases    ] GC(0)   Post Evacuate Collection Set: 0.9ms
[0.981s][info][gc,phases    ] GC(0)   Other: 0.8ms
[0.981s][info][gc,heap      ] GC(0) Eden regions: 102->0(90)
[0.983s][info][gc,heap      ] GC(0) Survivor regions: 0->12(13)
[0.983s][info][gc,heap      ] GC(0) Old regions: 0->0
[0.983s][info][gc,heap      ] GC(0) Humongous regions: 0->0
[0.983s][info][gc,metaspace ] GC(0) Metaspace: 16149K(16768K)->16149K(16768K) NonClass: 14659K(15104K)->14659K(15104K) Class: 1489K(1664K)->1489K(1664K)
[0.984s][info][gc           ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 102M->11M(2048M) 14.161ms
[0.984s][info][gc,cpu       ] GC(0) User=0.02s Sys=0.05s Real=0.02s
[1.324s][info][gc,start     ] GC(1) Pause Young (Normal) (G1 Evacuation Pause)
[1.324s][info][gc,task      ] GC(1) Using 6 workers of 6 for evacuation
[1.337s][info][gc,phases    ] GC(1)   Pre Evacuate Collection Set: 0.1ms
[1.337s][info][gc,phases    ] GC(1)   Evacuate Collection Set: 12.3ms
[1.337s][info][gc,phases    ] GC(1)   Post Evacuate Collection Set: 0.6ms
[1.337s][info][gc,phases    ] GC(1)   Other: 0.3ms
[1.337s][info][gc,heap      ] GC(1) Eden regions: 90->0(94)
[1.337s][info][gc,heap      ] GC(1) Survivor regions: 12->8(13)
[1.337s][info][gc,heap      ] GC(1) Old regions: 0->12
[1.337s][info][gc,heap      ] GC(1) Humongous regions: 0->0
[1.337s][info][gc,metaspace ] GC(1) Metaspace: 16164K(16768K)->16164K(16768K) NonClass: 14675K(15104K)->14675K(15104K) Class: 1489K(1664K)->1489K(1664K)
[1.337s][info][gc           ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 101M->19M(2048M) 13.294ms
[1.337s][info][gc,cpu       ] GC(1) User=0.05s Sys=0.05s Real=0.01s
[1.529s][info][gc,start     ] GC(2) Pause Young (Normal) (G1 Evacuation Pause)
[1.529s][info][gc,task      ] GC(2) Using 6 workers of 6 for evacuation
[1.538s][info][gc,phases    ] GC(2)   Pre Evacuate Collection Set: 0.0ms
[1.538s][info][gc,phases    ] GC(2)   Evacuate Collection Set: 8.2ms
[1.538s][info][gc,phases    ] GC(2)   Post Evacuate Collection Set: 0.4ms
[1.538s][info][gc,phases    ] GC(2)   Other: 0.2ms
[1.538s][info][gc,heap      ] GC(2) Eden regions: 94->0(112)
[1.538s][info][gc,heap      ] GC(2) Survivor regions: 8->7(13)
[1.538s][info][gc,heap      ] GC(2) Old regions: 12->18
[1.538s][info][gc,heap      ] GC(2) Humongous regions: 0->0
[1.538s][info][gc,metaspace ] GC(2) Metaspace: 16178K(16768K)->16178K(16768K) NonClass: 14689K(15104K)->14689K(15104K) Class: 1489K(1664K)->1489K(1664K)
[1.538s][info][gc           ] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 113M->25M(2048M) 8.955ms
[1.538s][info][gc,cpu       ] GC(2) User=0.06s Sys=0.03s Real=0.01s
[1.704s][info][gc,start     ] GC(3) Pause Young (Normal) (G1 Evacuation Pause)
[1.704s][info][gc,task      ] GC(3) Using 6 workers of 6 for evacuation
[1.713s][info][gc,phases    ] GC(3)   Pre Evacuate Collection Set: 0.0ms
[1.713s][info][gc,phases    ] GC(3)   Evacuate Collection Set: 8.2ms
[1.713s][info][gc,phases    ] GC(3)   Post Evacuate Collection Set: 0.4ms
[1.713s][info][gc,phases    ] GC(3)   Other: 0.2ms
[1.713s][info][gc,heap      ] GC(3) Eden regions: 112->0(126)
[1.713s][info][gc,heap      ] GC(3) Survivor regions: 7->15(15)
[1.713s][info][gc,heap      ] GC(3) Old regions: 18->18
[1.713s][info][gc,heap      ] GC(3) Humongous regions: 0->0
[1.713s][info][gc,metaspace ] GC(3) Metaspace: 16198K(16768K)->16198K(16768K) NonClass: 14709K(15104K)->14709K(15104K) Class: 1489K(1664K)->1489K(1664K)
[1.713s][info][gc           ] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 137M->32M(2048M) 8.925ms
[1.713s][info][gc,cpu       ] GC(3) User=0.03s Sys=0.06s Real=0.01s
[1.877s][info][gc,start     ] GC(4) Pause Young (Normal) (G1 Evacuation Pause)
[1.877s][info][gc,task      ] GC(4) Using 6 workers of 6 for evacuation
[1.891s][info][gc,phases    ] GC(4)   Pre Evacuate Collection Set: 0.0ms
[1.892s][info][gc,phases    ] GC(4)   Evacuate Collection Set: 14.0ms
