[0.026s][info][gc,heap] Heap region size: 1M
[0.036s][info][gc     ] Using G1
[0.036s][info][gc,heap,coops] Heap address: 0x00000000c0000000, size: 1024 MB, Compressed Oops mode: 32-bit
[0.757s][info][gc,start     ] GC(0) Pause Young (Normal) (G1 Evacuation Pause)
[0.758s][info][gc,task      ] GC(0) Using 6 workers of 6 for evacuation
[0.762s][info][gc,phases    ] GC(0)   Pre Evacuate Collection Set: 0.0ms
[0.763s][info][gc,phases    ] GC(0)   Evacuate Collection Set: 4.0ms
[0.763s][info][gc,phases    ] GC(0)   Post Evacuate Collection Set: 0.6ms
[0.763s][info][gc,phases    ] GC(0)   Other: 0.6ms
[0.763s][info][gc,heap      ] GC(0) Eden regions: 51->0(44)
[0.765s][info][gc,heap      ] GC(0) Survivor regions: 0->7(7)
[0.765s][info][gc,heap      ] GC(0) Old regions: 0->1
[0.765s][info][gc,heap      ] GC(0) Humongous regions: 0->0
[0.765s][info][gc,metaspace ] GC(0) Metaspace: 15946K(16512K)->15946K(16512K) NonClass: 14473K(14848K)->14473K(14848K) Class: 1472K(1664K)->1472K(1664K)
[0.765s][info][gc           ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 51M->7M(1024M) 7.718ms
[0.765s][info][gc,cpu       ] GC(0) User=0.03s Sys=0.06s Real=0.01s
[0.945s][info][gc,start     ] GC(1) Pause Young (Normal) (G1 Evacuation Pause)
[0.945s][info][gc,task      ] GC(1) Using 6 workers of 6 for evacuation
[0.951s][info][gc,phases    ] GC(1)   Pre Evacuate Collection Set: 0.0ms
[0.951s][info][gc,phases    ] GC(1)   Evacuate Collection Set: 5.7ms
[0.951s][info][gc,phases    ] GC(1)   Post Evacuate Collection Set: 0.5ms
[0.951s][info][gc,phases    ] GC(1)   Other: 0.1ms
[0.951s][info][gc,heap      ] GC(1) Eden regions: 44->0(61)
[0.951s][info][gc,heap      ] GC(1) Survivor regions: 7->4(7)
[0.951s][info][gc,heap      ] GC(1) Old regions: 1->8
