95.59
217.14
4929

41	0.10782	0.28370	0.16973	0.05488	0.11959	0.13986	0.21989	6.95888	62.1
359	0.11347	0.49626	0.21832	0.06867	0.14639	0.22820	0.26085	78.37527	62.1
8	0.37809	0.49688	0.46178	0.03660	0.45083	0.47007	0.47929	3.69425	62.1
786	0.00341	0.20079	0.05169	0.04138	0.01474	0.04140	0.08224	40.63113	62.1
3304	0.00010	0.01875	0.00107	0.00174	0.00043	0.00068	0.00082	3.54556	62.1
20	0.00004	0.00012	0.00006	0.00002	0.00005	0.00006	0.00007	0.00129	62.1
2396	0.00007	0.00511	0.00023	0.00017	0.00016	0.00021	0.00026	0.55721	62.1
3735	0.00006	0.00525	0.00022	0.00029	0.00016	0.00019	0.00022	0.81575	62.1
3242	0.00003	0.00506	0.00011	0.00023	0.00007	0.00010	0.00011	0.34900	62.1

131	0.43184	0.76961	0.62757	0.07569	0.56873	0.63166	0.68893	82.21170	37.9

0	0	0	0	0	0	0	0	0	0	

3303	0.00304	0.11072	0.01028	0.00660	0.00713	0.00818	0.01119	33.94913	2112.7
5700	0.00002	0.00042	0.00007	0.00004	0.00004	0.00006	0.00008	0.38772	2112.7
3284	0.00014	0.12175	0.06033	0.02190	0.05133	0.05606	0.07012	198.10776	2112.7
3734	0.00573	1,102.71554	0.88937	18.03735	0.49977	0.58176	0.70934	3320.90027	2112.7
3735	0.00039	0.06160	0.00102	0.00173	0.00061	0.00076	0.00107	3.81182	2112.7
3735	0.00011	0.00831	0.00325	0.00102	0.00280	0.00341	0.00390	12.13851	2112.7
3284	0.00008	0.00073	0.00016	0.00005	0.00012	0.00016	0.00020	0.53906	2112.7
3284	0.00032	0.06776	0.00102	0.00189	0.00059	0.00076	0.00106	3.33566	2112.7
3242	0.00113	0.94546	0.30631	0.13259	0.24429	0.27996	0.33707	993.04623	2112.7
2407	0.00026	0.25476	0.00360	0.01311	0.00062	0.00104	0.00132	8.66450	2112.7
3303	0.00006	0.00061	0.00015	0.00006	0.00010	0.00013	0.00017	0.48595	2112.7
3303	0.00071	0.35405	0.00366	0.00810	0.00173	0.00197	0.00231	12.07784	2112.7

